index,id,Answer,explaination
507.0,Set_19: q9,E. Actinic keratosis,"Actinic keratosis is premalignant lesions to squamous cell carcinoma. It is due to the sun-induced dysplasia of the keratinocytes. Lesions are usually <1 cm in size and skin colored with a sandpaper consistency. Grossly, they are seen rough red papules on the face, arms, and hands. Cutaneous horns can develop due to too much deposi - tion of keratin."
508.0,Set_19: q10,B. Bullous pemphigoid,In Bullous pemphigoid autoantibodies are targeting against hemidesmosomes at the basement membrane. It is predominantly seen in elderly patients. Common clinical features are tense bullae below the epidermis. They can be found throughout the body but usually spare the oral mucosa. Immunofluorescence shows lin - ear IgG at basement membrane. Microscopic picture shows epidermal split with a viable roof and eosino - phils. This pattern is characteristic of bullous pemphigoid.
509.0,Set_19: q11,E. Cherry angioma,Cherry angiomas are common benign vascular lesions. Patients usually present with small red papules and macules. Cherry angiomas do not require any treatment.
510.0,Set_19: q12,B. Malignant melanoma,"Malignant melanoma is usually seen between 42 and 72 years of age. Common risk factors are sunlight expo - sure, sunburn, light-skin individuals, and dysplastic nevus. Grossly, melanomas are asymmetrical in shape, irregular border, variability of color, diameter > 0.5–1 cm and evolution in appearance and size with passes of time. The common sites are upper back in males and back and legs in females. On light microscopy, tumor cells are found in nests with large nuclei and prominent nucleoli. The most prognostic indicator in malignant melanoma is depth of invasion (Breslow thickness). Immunostains commonly used to diagnose malignant melanoma are S-100 and HMB-45. Treatment is usually wide surgical excision."
511.0,Set_19: q13,B. Staphylococcus aureus,Impetigo is common in children. It is a cutaneous infection caused by Staphylococcus aureus .
512.0,Set_19: q14,B. Basal cell carcinoma,"Basal cell carcinoma is a common skin tumor in middle-  aged or elderly individuals. Common risk fac - tors are chronic sun exposure, fair complexion, immuno - suppression, and xeroderma pigmentosum. It tends to involve sun-exposed areas and usually involve on the upper part of the face. Grossly, it presents as a pearly papules, often with overlying telangiectatic vessels. Microscopic examination shows invasive nests of darkly staining basaloid cells with a palisading arrangement of nuclei. It grows slowly, locally aggressive rarely metas - tasize. Patients are usually cured by surgical resection of the tumor."
513.0,Set_19: q15,A. Keloid,"Keloids are overactive fibroblastic reaction to injury. They are mostly common in darkly pigmented skin. Keloids usually reoccur despite corticosteroid treatment or surgical intervention. Some common sites of keloids are the upper chest, upper back, head, and neck, espe - cially on the ear. On light microscopy, keloids show fibrous tissue containing thickened, eosinophilic colla - gen bundles."
514.0,Set_19: q16,E. Dermatitis herpetiformis,"The most characteristic clinical manifestations are clusters of extremely pruritic vesicles and bullae on the back, often in association with gluten-sensitivity enter - opathy (celiac disease). Hypersensitivity to gliadin, a protein of gluten, is thought to play a crucial pathogenic role, and clinical manifestations resolve on a gluten-free diet. Microabscesses within the tips of dermal papillae and IgA/IgG deposition by direct immunofluorescence are diagnostic features. Patients of dermatitis herpetifor - mis (DH) present with intense pruritic skin eruptions leading to the formation of papules and vesicles. Common clinical manifestations are excoriations and erosions due to pruritus. Dermatitis herpetiformis, being a lifelong condition requires continuing treatment with spontaneous remission in a minority of patients."
515.0,Set_19: q17,B. Seborrheic keratosis,"Seborrheic keratosis is a common benign lesion that occurs on the trunk of adults. It is common after the age of 50 years. It may also be present on other sites like head, neck, and extremities. Common clinical manifes - tations are “stuck-on,” warty well-circumscribed lesions. Patients usually present with round or oval lesions with 154 a dull, verrucous surface. Chronic irritation may lead to pruritus and bleeding. Light microscopy shows the pro - liferation of keratinocytes, with small keratin-filled cysts. However, the sudden appearance of numerous foci of seborrheic keratosis (the paraneoplastic sign of Leser–Trelat) is often a sign of underlying visceral malignancy."
516.0,Set_19: q18,C. Eosinophilic infiltration,"Contact dermatitis manifests with a similar picture of eczematous/spongiotic dermatitis. Allergic form results from prior sensitization to specific allergens and is accompanied by eosinophilic infiltration. The nonaller - gic form is a nonimmune mediated response to irritants such as soaps and detergents. Contact dermatitis is a common localized inflammatory response of the skin to the wide range of chemical and physical agents. It is a common form of an occupational dermatitis. Mechanism of contact dermatitis is due to damage of keratinocytes, activation of innate immunity, and release of inflamma - tory cytokines."
517.0,Set_19: q19,A. Pemphigus vulgaris,"Pemphigus vulgaris is an autoimmune blistering dis - order affecting the mucosa and skin. Common sites are scalp, face, groin, and trunk. Earlier lesions appear as superficial vesicles and bullae that are suprabasal. They get ruptured when touched. The mechanism of bulla development in pemphigus vulgaris is acantholysis. Acantholysis causes dissolution and lysis of the intercel - lular adhesion sites within a squamous epithelial sur - face. It leads to intraepidermal bullae formation. Autoantibodies against epidermal desmosomal proteins such as demoglein-3 mediate the immune mechanism leading to destruction of the intercellular junction. Depending on the level of intraepidermal cleavage, pem - phigus can be superficial (foliaceus and erythematosus) or deep (vulgaris and vegetans)."
518.0,Set_19: q20,D. Kaposi sarcoma,Kaposi sarcoma is a vascular tumor that has well- defined growth pattern. It is common in HIV positive patients. Human herpesvirus 8 has also been implicated in the development of Kaposi sarcoma.
519.0,Set_19: q21,B. Cylindroma,Eccrine cylindroma (turban tumor) is a sweat gland adenoma. It is commonly located in the scalp. Cylindroma is characterized by aggregates of basaloid cells. These aggregates of basaloid cells are usually sur - rounded by eosinophilic basement membrane. Basaloid cells are arranged in a circular pattern which looks like blue balls in the dermis.
520.0,Set_19: q22,B. Plasma cell infiltration,Secondary syphilis of the skin can be macular or pap - ular. Macular lesions are nonspecific. Papular lesions of later stages show swelling and hyperplasia of endothe - lial cells in dermal vessels. There is a plasma cell-rich perivascular infiltrate. Some common manifestations of secondary syphilis are mucous patches and condyloma lata. These lesions are infectious. Risk of transmission through cutaneous lesions of secondary syphilis is low because of the presence of few treponemes.
521.0,Set_20: q1,C. Osteoid osteoma,"Osteoid osteoma is a benign bone producing tumor of limited growth potential. Classic history is severe pain, worse at night and relieved by anti-inflammatory agents. It is common in adolescent boys. It is similar to osteo - blastoma but measures less than 1.5 cm. Light micros - copy shows random anastomosing woven/bone rimmed by innocuous activated osteoblasts and occasional osteo - clasts with rich fibrovascular stroma."
522.0,Set_20: q2,C. Gout,"Gout is a monosodium urate crystal deposition. It is reflected by hyperuricemia, with serum urate concentra - tions exceeding 6.8  mg/dL.  Clinical manifestations include recurrent flares of arthritis (gout flare), chronic gouty arthritis, and tophaceous deposits due to the accu - mulation of urate crystals. Gout is more common in males than females. Hyperuricemia is due to excessive urate production and impairment of renal uric acid secre - tion. A gout flare occurs in lower extremities and is monoarticular with inflammation. Factors provoking gout flares include trauma, fatty foods, alcohol consump - tion, and ingestions of drugs (thiazide and loop diuret - ics). Typical gout flare includes clinical features of severe pain, redness, swelling, and disability. About 80% of the initial flares occur at the base of the great toe (first meta - tarsophalangeal joint). Involvement in ankle or wrist is more common in recurrent gout flare. There is uncom - mon involvement of axial joints. Tophaceous gout is col - lections of solid urate with inflammatory and destructive changes in the surrounding connective tissue."
523.0,Set_20: q3,B. Giant cell tumor of bone,"Giant cell tumor of bone is more common in females between 30 and 50 years. It occurs commonly in distal femur, proximal tibia, and distal radius. It is a locally aggressive destructive tumor. Light microscopy shows biphasic lesion with stromal cells and osteoclast like giant cells. Tumor cells are mononuclear with minimal, ill-defined cytoplasm."
524.0,Set_20: q4,D. Osteoblastoma,"Osteoblastoma is a benign bone producing lesion and > 1–2 cm. It has a predilection for the spine in young male patients. Clinically and radiologically, it is similar to osteoid osteoma. Osteoblastoma is differentiated from osteoid osteoma based on the size of the lesion and microscopic appearance. Light microscopy examination shows nidus of anastomosing bone trabeculae rimmed by osteoblasts without evidence of spindle cells or permeation."
525.0,Set_20: q5,A. Onion peel appearance,"In Ewing sarcoma, radiographic appearance is moth eaten or permeative. There is onion skin periosteal reac - tion with new bone formation. It is common in males in first and second decades. Ewing sarcoma is the second most common malignant tumor in children after osteosarcoma."
526.0,Set_20: q6,D. Avascular necrosis,"Osteonecrosis, vaso-occlusive, and septic arthritis are some of the orthopedic complications of sickle cell dis - ease (SCD). Osteonecrosis (avascular necrosis) occurs in about 10% of patients with SCD. Common sites are humeral head and femoral head. The area above the knee is also affected frequently. Medullary infarcts occur in the diaphysis of a long bone leading to necrosis in the epiphysis and causing a subchondral bone to collapse. Osteonecrosis causes severe pain with decreased mobil - ity. Femoral head osteonecrosis is a risk factor for osteo - necrosis of the humeral head. There is a decreased range of motion and pain with a passive range of motion. Hemoglobin to hematocrit ratio and a surrogate for mean corpuscular hemoglobin concentration is highly associ - ated with osteonecrosis. All patients with SCD with hip pain should be evaluated for avascular necrosis."
527.0,Set_20: q7,C. Osteosarcoma,"Osteosarcoma is common in males between second and third decades. Skeletal distribution includes distal femur, proximal tibia and proximal humerus. X-ray find - ings show destructive, blastic, lytic lesions with a soft tissue mass. There is periosteal elevation with the forma - tion of Codman triangle. Radial or sunburst pattern is seen due to the ossification of associated soft tissue."
528.0,Set_20: q8,"B: Calcium-normal, phosphorus-normal, alka -","line phosphatase-increased Paget disease of bone (PDB) is commonly found in aging bone. It is common in men after the age of 55 years. PDB patients are at increased risk of bone neo - plasms, especially osteosarcoma. Abnormalities of the osteoclasts are found in PDB. This contributes to accel - erated bone turnover and bone remodeling. Pathogenesis involves genetic and environmental causes. In Paget dis - ease of bone (PDB), serum calcium and phosphorus are normal in most patients. The serum alkaline phosphatase is frequently elevated. Elevated serum alkaline phospha - tase causes the formation of a new bone. Skull, vertebral column, and long bones are commonly involved in PDB.  Common manifestations are bone pain, bone deformities, and arthritis. X-ray shows bony deformities with thickening of cortical and trabecular bone."
529.0,Set_20: q9,B. Chondrosarcoma,"Chondrosarcoma is a primary, intramedullary, malig - nant tumor in which the neoplastic cells produce a pure cartilaginous matrix. It is common in males between the fourth and sixth decades. Radiologically, tumor is geo - graphic, lobulated, with cortical thinning and endosteal scalloping. Light microscopy shows disorganized, hypercellular tumor cells with more than occasional binuclear chondrocytes. Tumor cells infiltrate between the trabeculae of normal bone. Chondrosarcomas are graded on a scale of I–III."
530.0,Set_20: q10,C. Ewing sarcoma,Ewing sarcoma is a malignant bone tumor of chil - dren. It arises in the diaphysis of the long bones. Femur bone is the commonest site. It occurs in the 10–15 years range. Light microscopy shows sheets of undifferenti - ated small round cells and presence of Homer Wright pseudorosettes. Tumor cells are separated by fibrous septae. Tumor cells invade surrounding tissues. There is diffuse immunostaining for CD99.
531.0,Set_20: q11,A. Rheumatoid arthritis,"In rheumatoid arthritis, there is fixed flexion of the distal interphalangeal joint and hyperextension of the proximal interphalangeal joint leading to swan neck deformity. Classic features include joint enlargement and ulnar deviation at the metacarpophalangeal joints. There is destruction of cartilage and bone. The joint space is replaced by a synovial pannus causing a destruc - tive process. Pannus results from synovial derived fibro - blast like cells. Cells in pannus produce proteinases that cause the destruction of the extracellular matrix of the 20 Bones, Joints, and Soft Tissue Disorders 165 cartilage. Over time, blood vessels and other cell types transform pannus into a fibrous tissue (inactive pannus). Cartilage and bone destruction can lead to joint instabil - ity causing fibrous ankylosis."
532.0,Set_20: q12,C. Osteosarcoma,"Osteosarcoma involves the metaphysis of long bones and common in children and young adults. Histologically, osteosarcoma is composed of poorly formed trabecular bone due to disorganized osteoid pro - duction. It is a highly cellular tumor with spindle shaped tumor cells. Tumor cells show atypia and nuclear polymorphism."
533.0,Set_20: q13,C. Dermatofibrosarcoma protuberans,"Dermatofibrosarcoma protuberans (DFSP) is a nodu - lar cutaneous tumor. DFSP presents during early or mid - dle adult life as a nodular cutaneous mass. There is a slow and persistent growth over a long period, often sev - eral years. Common locations are trunk or groin. Light microscopy shows spindle cells arranged in a distinct storiform pattern. Tumor diffusely infiltrates the dermis and subcutis. CD34 immunochemical stain is used as a diagnostic marker of DFSP."
534.0,Set_20: q14,B. Osteoporosis,"There occurs a trabecular loss with aging in both sexes. Osteoporosis is more pronounced in women. Estrogen decline after menopause promotes a trabecular loss. There is low bone mass and skeletal fragility with an increased risk of fractures because of decreased bone strength. Low BMD Z-scores require further evaluation for secondary causes of osteoporosis. The most common clinical manifestation is a vertebral fracture. Hip frac - tures are also common. A BMD T-score of 2.5 SD or below is suggestive of osteoporosis. Risk factors include smoking, excessive alcohol, poor nutrition and physical inactivity."
535.0,Set_20: q15,D. Alveolar soft part sarcoma,"Alveolar soft part sarcoma (ASPS), a rare tumor, occurs in young females. Majority of cases are found in lower extremities and head/neck. Grossly, it is poorly defined, soft and yellow. There can be hemorrhagic and necrotic areas as well. Light microscopy shows nests of polygonal cells with abundant cytoplasm separated by fibrovascular tissue. 5-Year survival rate is about 60%."
536.0,Set_20: q16,C. Staphylococcus aureus,"Infection of the bone is osteomyelitis. Mechanisms can be hematogenous or nonhematogenous. Cause of nonhomogeneous osteomyelitis is infection to bone from adjacent soft tissues. Microorganisms cause hema - togenous osteomyelitis. Bone infections are commonly caused by certain pyogenic bacteria. Pyogenic osteomy - elitis is caused by Staphylococcus aureus in about 80–90% of the cases. Biopsy of the involved bone is done to establish the diagnosis. Positive blood cultures and X-ray findings are helpful in making a diagnosis of osteomyelitis caused by Staphylococcus aureus . In that case, bone biopsy is not required."
537.0,Set_20: q17,B. Lipoma,"Lipoma is a common benign tumor. The tumor arises from the subcutaneous fat in middle aged adults. Lipomas are found in any part of the body. Soft subcu - taneous lipomas range in size from 1 to 10  cm. Common sites are trunk and upper extremities. Ultrasound is useful to distinguish a lipoma from an epidermoid cyst. Histologically, lipoma is composed of mature, well differentiated adipocytes with a fibrous capsule. Treatment is surgical removal of the fat cells and fibrous capsule."
538.0,Set_20: q18,A. Liposarcoma,"In adults, liposarcoma is one of the most common soft tissue sarcoma. Liposarcomas are usually large and occur most frequently in lower extremities, retroperito - neal mesenteric region, and shoulder area. Grossly, they are well circumscribed but not encapsulated. The com - mon tumor cells are lipoblasts. Lipoblasts include an indented or sharply scalloped hyperchromatic nuclei. Well differentiated liposarcoma is the most common tumor with a peak incidence between 60 and 70 years. Men and women are equally affected. Dedifferentiation in liposarcoma is considered as precursor lesion of high grade liposarcoma. 5-Year survival rate is between 25 and 90% at different locations."
539.0,Set_20: q19,E. Hibernoma,"Hibernoma is a benign, brown fat tumor. It is a slow growing tumor and common in males. Hibernoma has predilections for the limbs and trunk. On light micros - copy, tumor consists of cells with eosinophilic cyto - plasm and several small vacuoles."
540.0,Set_20: q20,B. Multiple myeloma,"Neoplastic proliferation of plasma cells producing a monoclonal immunoglobulin causes multiple myeloma. There is a proliferation of plasma cells in the bone mar - row resulting in extensive skeletal osteolytic lesions. Multiple myeloma patients present with increased total serum protein concentration, anemia, hypercalcemia, and acute renal failure."
541.0,Set_20: q21,C. Rickets,"Vitamin D is essential for phosphorus and calcium homeostasis. Risk factors include inadequate sun expo - sure and inadequate intake. The clinical manifestations include frontal bossing, craniotabes. There is also an enlargement of the costochondral junction leading to deformity (rachitic rosary), and bowing of legs. There is an excess of unmineralized osteoid matrix and epiphy - seal cartilage due to vitamin D deficiency."
542.0,Set_20: q22,C. Osteogenesis imperfecta,"Osteogenesis imperfecta (OI) is caused by impaired synthesis of type 1 collagen. In most patients, it is inher - ited as an autosomal dominant disorder. Type 1 collagen defect causes brittle bones that are prone to fractures with minimal or no trauma. Besides fractures clinical manifestations include skull deformities, increased lax - ity of the joints and skin, easy bruisability, hearing loss, blue sclera, and small malformed teeth."
543.0,Set_20: q23,C. Fibrous dysplasia,"Fibrous dysplasia is common in males between 20 and 40 age range. Light microscopy shows curvilinear irregular trabeculae of metaplastic bony islands without osteoblastic rimming and surrounding interstitial fibrous stroma. It is a medullary lesion involving the craniofa - cial bones, femur, or ribs."
544.0,Set_20: q24,B. Desmoid tumor,"Desmoid tumor may be extra abdominal, abdominal, or intra-abdominal. Patients present as large, infiltrative masses which may be painful. Histologically, the tumor is composed of plump fibroblasts arranged in fascicles and infiltrating the adjacent tissue."
545.0,Set_20: q25,A. Synovial sarcoma,"Synovial sarcoma occurs commonly between the ages of 20 and 50. The lower extremity is the most com - mon site. Synovial sarcoma may be biphasic or mono - phasic. Biphasic synovial sarcoma is composed of spindle and epithelial cells. Monophasic tumors are composed of spindle cell components. The prognosis is poor. 5 year, survival rate is between 30 and 60%."
546.0,Set_20: q26,C. Nodular fasciitis,"Nodular fasciitis is a reactive process and its rapid growth helps distinguish this highly cellular lesion from sarcomatous tumors. On light microscopy, different zones are identifiable: a peripheral capillary rich zone, an intermediate myxoid area, and a central hypocellular core. Cellular components are heterogeneous which include fibroblasts, myofibroblasts, inflammatory cells, and vascular endothelial cells."
547.0,Set_20: q27,E. Chondroblastoma,"Chondroblastoma is a benign cartilage tumor. It is more common in males between second and third decades. Skeleton distribution is epiphysis of femur, tibia, and humerus bones. Light microscopy shows biphasic pattern. Tumor cells are oval chondroblasts with abundant cytoplasm. Matrix is cobblestone with pink to blue cartilage. The presence of chicken wire shaped calcifications is a diagnostic feature. Chicken wire calcifications signify chondroid differentiation."
548.0,Set_20: q28,D. Tuberculous osteomyelitis,"The most common form of skeletal tuberculosis is tuberculous spondylitis (Pott’s disease). Lower thoracic and upper lumbar region are commonly affected. Patients present with local pain, and abnormal erect posture."
549.0,Set_20: q29,B. Osteoarthritis,"Osteoarthritis (OA) is the most common form of arthritis. There is progressive erosion of articular carti - lage. Osteoarthritis has a predilection for the knees, hips, interphalangeal joints. Heberden’s and Bouchard’s nodes with the underlying interphalangeal Osteoarthritis make up nodal osteoarthritis. Women are frequently affected around the menopause. Heberden’s nodes are bony growths on distal interphalangeal joints (DIP) close to fingernail. Bony bumps on the middle joint of the finger (PIP joint) are called Bouchard’s nodes."
550.0,Set_20: q30,A. Pseudogout,"Pseudogout is an attack of inflammatory arthritis caused by calcium pyrophosphate crystal (CPP) deposi - tion in synovial fluid. CPP crystal arthritis is more com - mon in men. Patients present with pain, joint swelling, and erythema. The presence of rhomboid-shaped cal - cium pyrophosphate crystals in synovial fluid analysis is diagnostic for pseudogout. CPP deposition conse - quences include acute inflammatory arthritis, inflamma - tory, and degenerative chronic arthropathies. Crystal pyrophosphate deposition (CPPD) diseases are pseudog - out and chondrocalcinosis. Acute CPP crystal arthritis causes acute or subacute arthritis. In acute CPP crystal arthritis, the knee joint is involved in approximately 50% of cases. First episodes of acute CPP crystal arthritis per - sist longer."
551.0,Set_21: q1,C. Duchenne muscular dystrophy,"Duchenne muscular dystrophy (DMD) is a complete loss of dystrophin gene on chromosome Xp21. Duchenne 21 Peripheral Nerves and Skeletal Muscles 171 muscular dystrophy is essential for membrane integrity in skeletal muscle. It is inherited as an X-linked reces - sive trait. Patients present with weakness with difficulty in ambulation. Affected patients become wheelchair bound. Common complications are orthopedic and car - diac. Death occurs due to respiratory muscle weakness or cardiomyopathy usually in the twenties. Patients may also exhibit the Gower sign in which patients stand from a sitting position by first getting on their hands and feet. Elevated creatinine phosphokinase is specific for muscu - lar dystrophy (250 times above normal). Histologically, there is muscle fiber degeneration and proliferation of adipose tissue."
552.0,Set_21: q2,B. Myasthenia gravis,"Myasthenia gravis is an autoimmune disease in which antibodies attack the nicotinic ACh receptors. In myas - thenia gravis, acetylcholine receptor (AChR) antibodies are found in about 80–85% of patients. Patients present with weakness which worsen during the periods of activ - ity and improve during the period of rest. If left untreated, myasthenia gravis can lead to respiratory failure. Diagnosis is confirmed by Tensilon test. Administration of edrophonium a short acting ACh inhibitor rapidly improves symptoms in myasthenia gravis."
553.0,Set_21: q3,C. Guillain–Barre syndrome,"Guillain–Barre syndrome is inflammatory autoim - mune destruction of Schwann cells. It causes the demy - elination of peripheral motor ventral roots and cranial nerve often associated with infections. Patients present with symmetric and ascending, rapidly progressive mus - cle weakness that begins in the distal lower extremities with or without paresthesias. It can lead to flaccid, neu - romuscular paralysis. Lower extremity deep tendon reflexes are diminished. A history of antecedent respira - tory or gastrointestinal infection, 2–4  weeks prior is common. CSF shows an elevated protein and normal amount of white blood cells (albuminocytologic disso - ciation). There is an increased risk of respiratory muscle paralysis over time. It may result in cardiac dysrhyth - mias, hypertension, and hypotension. Bilateral facial paralysis occurs in about 50% of the patients. There is a deep aching pain in weakened muscles."
554.0,Set_21: q4,B. Becker muscular dystrophy,In Becker muscular dystrophy (BMD) mutations involve truncation of dystrophin. This lead to a func - tional though less-active protein. This is a milder disease variant. Patients symptoms are milder and can be delayed by decades. It is a hereditary disorder that follows male distribution pattern. BMD is usually milder than Duchenne muscular dystrophy (DMD). Diagnosis can be confirmed by identifying the defects in the dystrophin gene and muscle biopsy specimens staining with dystrophin.
555.0,Set_21: q5,B. Dermatomyositis,"Dermatomyositis (DM) is an inflammatory muscle disorder. It is characterized primarily by proximal mus - cle weakness. This prominent rash that occurs in derma - tomyositis. It commonly affects women between 40 and 60 years old. It is a rare autoimmune condition that leads to microangiopathy and muscle fiber ischemia through antibody-mediated damage. Lungs, heart, and esopha - gus are some organs that may be affected."
556.0,Set_21: q6,B. Neurofibromatosis type 1 (NF-1),"Neurofibromatosis type 1 (NF-1) is cutaneous mani - festations that include cafe-au-lait macules (hyperpig - mented macules). It is inherited as an autosomal dominant disorder. It is due to inactivation mutations in the NF-1 tumor suppressor gene, leading to a neurogenic tissue overgrowth. They are typically six or more, occur in 100% of affected individuals before 2 years old. Lisch nodules (pigmented iris hamartomas), and freckling in the axillary or inguinal region (Crowe sign). NF-1 skin tumors are produced from neural crest cells. Plexiform, neurofibromas may undergo malignant transformation to neurofibrosarcoma. NF-1 is usually associated with optic pathway glioma and pheochromocytoma."
557.0,Set_21: q7,E. Amyotrophic lateral sclerosis,"Amyotrophic lateral sclerosis is associated with LMN and UMN signs. There is sparing of sensation. Onset is usually at 40–60 years age. It is the most common motor neuron disease. Patients present with muscle weakness, disability and eventually death occurs. Diagnosis is based on clinical criteria."
558.0,Set_21: q8,A. Polymyositis,"Polymyositis is an inflammatory muscle disorder causing proximal muscle weakness. The clinical distinc - tion between polymyositis (PM) and dermatomyositis 172 (DM) is the prominent rash that occurs in DM. Patients present with symmetrical, proximal muscle weakness. Laboratory findings show elevated levels of skeletal muscle enzyme. Endomysial inflammatory infiltrate and muscle fiber necrosis."
559.0,Set_21: q9,E. Lambert–Eaton syndrome,"Lambert–Eaton myasthenic syndrome is an autoim - mune disease, in which antibodies attack presynaptic voltage gated Ca2+ channels of the neuromuscular junc - tion. Proximal muscle weakness, and depressed tendon reflexes are present in Lambert–Eaton myasthenic syn - drome (LEMS)."
560.0,Set_21: q10,C. Morton neuroma,"Morton neuroma is also called intermetatarsal neu - roma of the foot. Patients usually present with tingling, burning, numbness, and pain. It feels like there is some - thing inside the ball of the foot. Pain usually radiates forward from the metatarsal heads to the third and fourth toes. Walking on hard surface and wearing high heeled shoes aggravates the pain. On physical examination, there is tenderness in the plantar aspect of the third and fourth metatarsals. There is clicking sensation when pal - pating the involved interspace. Diagnosis is confirmed by imaging studies."
561.0,Set_21: q11,D. Carpal tunnel syndrome (CTS),"CTS occur due to compression of the median nerve passing through pronator teres under flexor retinaculum in the carpal tunnel. Patient presents with tingling, numbness, pain, paresthesia, and weakness in the median nerve distribution. CTS is a common cause of compres - sive focal mononeuropathy. Symptoms of CTS are worse at night and often awaken patients from sleep."
562.0,Set_21: q12,B. Chronic inflammatory demyelinating poly -,"neuropathy (CIDP) CIDP is a rare neurological, acquired, immune- mediated neuropathy. It commonly affects peripheral nerves and nerve roots. There is a relapsing-remitting or progressive course. CIDP usually responds to glu - cocorticoids. Pathological features of demyelination are found in CIDP. Patients present with symmetric, motor-  predominant neuropathy. It affects both proxi - mal and distal muscles leading to weakness. Diagnosis is confirmed by electrodiagnostic findings and nerve biopsy."
563.0,Set_21: q13,D. Lovastatin,"Statins are commonly used drugs for the treatment of hypercholesterolemia. Patients usually present with mild myalgias with or without mild weakness. Severe side effects of statins are myotoxicity which include myopa - thy, myalgia, myositis or rhabdomyolysis. The creatine kinase (CK) levels are elevated (greater than 10 times the normal upper limit). The most severe adverse effect of statins is rhabdomyolysis that can cause renal failure, disseminated intravascular coagulation, and death. Different mechanisms including direct myotoxicity, immunologically induced inflammatory myopathy or a combination of multiple mechanisms have been described. The only effective treatment of myopathy induced by statin is to discontinue the statin."
564.0,Set_21: q14,B. Diabetes mellitus,"In diabetes mellitus, the commonest type of neuropa - thy seen is a distal symmetric sensorimotor polyneurop - athy. It is also called diabetic neuropathy. There is progressive loss of distal sensation which correlate with the loss of sensory axons. Motor weakness and motor axonal loss occur in severe cases. In diabetes mellitus, there is classic stocking-glove sensory loss."
565.0,Set_21: q15,B. Werdnig–Hoffmann disease,"Werdnig–Hoffmann disease is an autosomal reces - sive disease that manifests at birth as a floppy baby, tongue fasciculations, lower motor neuron (LMN) dis - ease. It is also called infantile spinal muscular atrophy (SMA). There is degeneration of anterior horns. Upper motor neuron (UMN)/corticospinal tract are not degen - erated. There is a defect in the gene that normally turns of perinatal programmed cell death. Patient presents with progressive muscle weakness and atrophy. There are four phenotypes (0 through 4) of spinal muscular atrophy (SMA) depending upon the onset of age and clinical course. Symptoms progress rapidly, and death usually occurs before 2 years of age due to respiratory failure."
566.0,Set_21: q16,C. Nemaline rod myopathy,"Nemaline rod myopathy is a rare congenital myopa - thy. Nemaline rod myopathy demonstrates tangles of small rod-shaped granules. These tangles are commonly found in the type I fibers. Although it is present from birth, their expression is delayed until later in childhood. There are characteristic rod bodies in muscle which appear threadlike in longitudinal sections. The presenta - tion in newborns is relatively mild, but can be severe. This generalized weakness and hypotonia involving the face, bulbar and respiratory muscles are seen in severe form of the disease. The milder form presents with a relatively less facial weakness and diaphragm impairment."
567.0,Set_21: q17,B. Pompe disease,"In Pompe disease (type II glycogenosis), there is an enzyme deficiency of α-1,4-glucosidase (acid maltase). It is a type II glycogen storage disease. There are differ - ent forms of Pompe disease: infantile form, juvenile and adult form. Liver, heart, and skeletal muscle are com - mon organs where glycogen is accumulated. Infantile form (early onset) presents with cardiomyopathy, severe generalized hypotonia. Death usually occurs within the first year or two of life without treatment. Juvenile and adult form (late onset) present with skeletal myopathy in a limb-girdle distribution. It has a protracted course leading to respiratory failure. It is inherited in an autoso - mal recessive disorder."
568.0,Set_21: q18,A. McArdle disease,"In McArdle syndrome (type V glycogenosis), there is an enzyme deficiency muscle phosphorylase leading to the accumulation of glycogen in skeletal muscle. It is usually present in adolescence or early adulthood. Patients present with muscle cramps, muscle weak - ness following exercise, muscle swelling, fatigue and exercise intolerance. Laboratory findings show ele - vated creatine kinase and myoglobinuria. It is inher - ited as an autosomal recessive disorder. Mutations in the muscle isoform of phosphorylase (muscle glyco - gen phosphorylase, PVGM), are located on chromo - some 11q13."
569.0,Set_21: q19,B. Cushing’s syndrome,"The common type of myopathy induced by the drug is due to glucocorticoids. Around 60% of Cushing’s syn - drome patients have muscle weakness. Glycolytic, fast- twitch muscle fibers (type IIb fibers) are usually affected. Diagnostic approach of patients involves evaluation for endogenous or exogenous glucocorticoid use. In acute phase of the drug-induced myopathy creatine kinase and aldolase are elevated."
570.0,Set_21: q20,A. Varicella Zoster virus,"Infection due to Varicella Zoster virus has two clini - cally distinct types (chickenpox and shingles). Chickenpox infection present with vesicular lesions on an erythematous base in different stages of development. Lesions are commonly present on face and trunk. Herpes zoster (shingles) occurs due to the reactivation of latent virus which usually gain access to sensory ganglia. There is painful, unilateral vesicular eruption in a der - matomal distribution in Herpes zoster."
