id,Question,A,B,C,D,E,F
Set_17: q22, Fibrocystic changes most often involve which quadrant of the breast?,A. Upper outer quadrant,B. Upper inner quadrant,C. Lower outer quadrant,D. Lower inner quadrant,E. Upper inner and lower inner quadrants,
Set_18: q1,The most common cause of Addison’s disease is:,A. Autoimmune adrenalitis,B. Meningococcal septicemia,C. Malignancy,D. Tuberculosis,E. Adrenal cortical adenoma,
Set_18: q2,Spontaneous regression of tumor is seen is:,A. Follicular adenoma of thyroid,B. Neuroblastoma,C. Acute monocytic leukemia,D. Hepatoblastoma,E. Pheochromocytoma,
Set_18: q3,Which is the best confirmatory diagnosis for Cushing disease?,A. Adrenocorticotropic hormone (ACTH) level,B. Vitamin D and calcium level,C. High dose dexamethasone suppression,D. Metyrapone stimulation test,E. Low dose dexamethasone suppression,
Set_18: q4,"A 40-year-old woman presents with round moon face dorsal buffalo hump, hypertension, and weight gain. There is also truncal obesity. What is the diagnosis?",A. Sipple’s syndrome,B. Cushing’s syndrome,C. Addison disease,D. Conn’s syndrome,E. Cushing disease,
Set_18: q5,"A 39-year-old female presents with headaches, bitempo - ral hemianopsia, menstrual irregularities, and infertility. What is the diagnosis?",A. Adrenal cortical adenoma,B. Adrenal cortical hyperplasia,C. Pheochromocytoma,D. Pituitary adenoma,E. Addison’s disease,
Set_18: q6,MEN2A syndrome is associated with which of the fol - lowing conditions?,A. Medullary thyroid cancer (MTC) and parathyroid tumors,"B. Medullary thyroid cancer, pheochromocytoma, and primary hyperparathyroidism","C. Parathyroid tumors, and pheochromocytoma","D. Pheochromocytoma, and primary hyperparathyroidism",E. Medullary thyroid cancer and pheochromocytoma,
Set_18: q7,Diagram of a female patient aged 35  years is shown below. What is the diagnosis?,A. Hypothyroidism,B. Graves’ disease,C. Toxic nodular goiter,D. Painless and postpartum thyroiditis,E. Gestational hyperthyroidism,
Set_18: q8,"A 16-year-old girl develops cold intolerance, progres - sive weakness and myxedema for the last 7 years. Serum TSH is 10 mU/mL. The most likely cause is",A. Graves’ disease,B. De Qurvain’s thyroiditis  144,C. Hashimoto’s thyroiditis,D. Endemic iodine deficiency,E. Toxic multinodular goiter,
Set_18: q9,Which of the following is the most common type of thy - roid carcinoma?,A. Follicular carcinoma of thyroid,B. Poorly differentiated carcinoma of thyroid,C. Anaplastic carcinoma of thyroid,D. Medullary carcinoma of thyroid,E. Papillary carcinoma of thyroid,
Set_18: q10, A 51-year-old man presents to the emergency room in congestive heart failure. His past medical history is sig - nificant for intermittent hypertensive attacks precipitated by emotional stress. Physical exam reveals an abdominal mass. Surgery is done. A right retroperitoneal mass is removed and H&E microscopic picture is shown below. The most likely diagnosis is:,A. Renal cell carcinoma,B. Malignant fibrous histiocytoma,C. Neuroblastoma,D. Neurofibroma,E. Pheochromocytoma,
Set_18: q11," Which of the following presents in the form of septice - mic shock with sudden vascular collapse, DIC, and adre - nal hemorrhage?",A. Waterhouse–Friderichsen syndrome,B. Adrenal crisis,C. Adrenal incidentaloma,D. Pheochromocytoma,E. Acute abdomen,
Set_18: q12," A 35-year-old female comes to the office with the pain in the front of the neck. Physical examination shows ten - der, firm, enlarged thyroid gland. These symptoms are preceded by a viral illness. What is the diagnosis?",A. Riedel thyroiditis,B. Subacute thyroiditis,C. Hashimoto’s thyroiditis,D. Graves disease,E. Thyroid lymphoma,
Set_18: q13," A 47-year-old male patient comes to the physician office with symptoms of high blood pressure. Laboratory investigations reveal hypokalemia, elevated aldosterone, and decreased renin. What is the diagnosis?",A. Adrenal carcinoma,B. Bartter syndrome,C. Adrenogenital syndrome,D. Conn’s syndrome,E. Iatrogenic Cushing syndrome,
Set_18: q14," One month newborn male infant is brought to the pedia - trician office by his mother with symptoms of poor feed - ing, very little crying, thickened facial features. What is the diagnosis?",A. Beckwith–Wiedemann syndrome,B. Congenital hypothyroidism (cretinism),C. Panhypopituitarism,D. Hyperthyroidism,E. Perlman syndrome,
Set_18: q15," A middle aged female comes to the physician office with features of palpitations, nervousness, diaphoresis, heat intolerance, weakness, tremors, diarrhea, weight loss despite a good appetite. Laboratory investigations show elevated free T4 and decreased TSH.  What is the diagnosis?",A. Multinodular goiter,B. Hyperthyroidism,C. Hypothyroidism,D. Papillary thyroid carcinoma,E. Pheochromocytoma,
Set_18: q16," A 4-year-old male presents with symptoms of viriliza - tion including pubic hair, growth spurt, adult body odor. Laboratory findings show elevated serum concentration of 17-hydroxyprogesterone. What is the diagnosis?",A. Adrenal hypoplasia,B. Androgen insensitivity syndrome,C. Denys–Drash syndrome,D. Congenital adrenal hyperplasia,E. Pseudohypoparathyroidism,
Set_18: q17," Chronic renal failure, vitamin D deficiency, and malab - sorption are characteristics of which of the following medical conditions?",A. Secondary hyperparathyroidism,B. Riedel thyroiditis,C. Papillary carcinoma,D. Hashimoto’s thyroiditis,E. Graves’ disease,
Set_18: q18, A 42-year-old female has stridor and dysphagia due to a slowly enlarging neck mass. She is found to be hypocal - cemic preoperatively. What is the diagnosis?,A. Radiation thyroiditis,B. Hashimoto’s thyroiditis,C. Thyroid lymphoma18 Endocrine System 145,D. Thyroid agenesis,E. Riedel thyroiditis,
Set_18: q19, Hypoglycemia with elevated insulin and low C-peptide levels suggests:,A. Exogenous insulin administration,B. Insulin secreting tumor,C. Glucagonoma,D. Somatostatinoma,E. Chronic pancreatitis,
Set_18: q20," Decreased luteinizing hormone (LH), follicle stimulat - ing hormone (FSH), and estradiol are found in which of the medical condition?",A. Celiac disease (Sprue),B. Anorexia nervosa,C. Hypothyroidism,D. Irritable bowel syndrome (IBS),E. Hyperthyroidism,
Set_18: q21, Which of the following profile is associated with pri - mary hyperparathyroidism?,A. Increased levels of ionized calcium and decreased levels of PTH,B. Decreased levels of ionized calcium and decreased levels of parathyroid stimulating hormone (PTH),C. Increased levels of ionized calcium and increased levels of parathyroid stimulating hormone (PTH),D. Decreased levels of ionized calcium and increased levels of PTH,E. Anyone of the above with primary hypocalcemia,
Set_18: q22, A 60-year-old female has a serum calcium of 12  mg/ dL.  Neck exploration demonstrates three enlarged glands. What is the diagnosis?,A. Parathyroid adenoma,B. Parathyroid hyperplasia,C. Parathyroid carcinoma,D. Wermer’s syndrome,E. Sipple’s syndrome,
Set_19: q1,An 8-year-old girl presents with a 1 cm red nodule on her upper thigh. She noticed this nodule 8 weeks ago. Biopsy is done and microscopic picture shows spindle shaped pleomorphic melanocytes in the epidermal nests. What is the diagnosis?,A. Spitz nevus,B. Melanocytic nevus,C. Congenital nevus,D. Dysplastic nevus,E. Melanoma,
Set_19: q2,A 6-year-old male child is brought to the pediatrician office with symptoms of severe pruritus on the sides and webs of the fingers. Pruritus is worse at night. What is the diagnosis?,A. Allergic contact dermatitis,B. Atopic dermatitis,C. Irritant contact dermatitis,D. Scabies,E. Pediatric atopic dermatitis,
Set_19: q3,Characteristic racquet-shaped intracytoplasmic granules known as Birbeck granules are seen in which of the fol - lowing cells?,A. Epithelioid,B. Melanocytes,C. Langerhans cells,D. Monocytes,E. Markel cells,
Set_19: q4,A 10-year-old male presents with irregular completely depigmented patches. Biopsy is done and the micro - scopic picture of affected areas are devoid of melano - cytes. What is the diagnosis?,A. Melasma,B. Vitiligo,C. Freckles (ephelides),D. Benign lentigo,E. Congenital nevus,
Set_19: q5,Which of the following skin condition is associated with internal malignancy?,A. Seborrheic keratoses,B. Acanthosis nigricans,C. Psoriasis,D. Dysplastic nevi,E. Nevocellular nevus,
Set_19: q6,"Characteristic skin lesions pruritic, purple/pink, polygo - nal papules, and plaques are found in which of the fol - lowing skin condition?",A. Lichen nitidus,B. Pityriasis rosea,C. Lichen planus,D. Plaque psoriasis,E. Tinea corporis,
Set_19: q7,What is Mycosis fungoides?,A. Cutaneous B-cell lymphoma,B. Cutaneous T-cell lymphoma,C. Proliferation of Langerhans cells,D. Benign squamoproliferative neoplasm,E. Benign tumor of melanocytes,
Set_19: q8,"A middle aged woman presents with well-demarcated erythematous plaques with a silvery scale on knees, elbows, and scalp. Nail beds show pitting and discolor - ation. What is the diagnosis?",A. Acanthosis nigricans,B. Seborrheic keratoses,C. Psoriasis,D. Histiocytosis X,E. Mycosis fungoides,
Set_19: q9,Which of the following is precursor lesion of squamous cell carcinoma?,A. Acanthosis nigricans,B. Seborrheic keratoses,C. Histiocytosis X,D. Mycosis fungoides,E. Actinic keratosis  150,
Set_19: q10," An elderly man presents with skin blisters on his trunk and groin. Skin biopsy is done and microscopic pic - ture shows papillary dermal edema, epidermal split, perivascular lymphohistiocytic infiltrate accompanied by conspicuous eosinophils. What is the diagnosis?",A. Pemphigus vulgaris,B. Bullous pemphigoid,C. Porphyria cutanea tarda,D. Drug-induced bullous disorders,E. Contact dermatitis,
Set_19: q11, A middle aged man comes to the office with red skin lesions as shown in the photograph. What is the diagnosis?,"A. Angiokeratoma (especially on genitals [scrotal, vulvar])",B. Lobular capillary angioma,C. Nodular melanoma,D. Metastatic carcinoma,E. Cherry angioma,
Set_19: q12," A 58-year-old male presents with an asymmetric, irregu - lar border, variegated color, large diameter, enlarging nodule on the face for the last 6  months. What is the diagnosis?",A. Squamous cell carcinoma,B. Malignant melanoma,C. Basal cell carcinoma,D. Seborrheic keratosis,E. Acanthosis nigricans,
Set_19: q13, Bullous impetigo is a superficial infection caused by which organism?,A. Proteus vulgaris,B. Staphylococcus aureus,C. Pseudomonas aeruginosa,D. Staphylococcus viridans,E. Campylobacter jejuni,
Set_19: q14, A 55-year-old man presents with pearly papules on the right side of the nose. Biopsy is done and microscopic findings show invasive nests of basaloid cells with a pali - sading growth pattern. What is the diagnosis?,A. Squamous cell carcinoma,B. Basal cell carcinoma,C. Actinic keratosis,D. Bowen disease,E. Malignant melanoma,
Set_19: q15, Excessive tissue response to dermal injury characterized by local fibroblast proliferation and overproduction of collagen is known as?,A. Keloid,B. Nodular scleroderma,C. Dermatofibrosarcoma protuberans,D. Giant cell fibroblastoma,E. Squamous cell carcinoma,
Set_19: q16, A patient with gluten intolerance complains of an itchy vesicular eruption on the back. A skin biopsy shows microabscess within the tips of the dermal papillae. Direct immunofluorescence demonstrates IgA deposi - tion at the tips of dermal papillae. Which of the follow - ing is the most likely diagnosis?,A. Epidermolysis bullosa,B. Pemphigus vulgaris,C. Bullous pemphigoid,D. Porphyria cutanea tarda,E. Dermatitis herpetiformis,
Set_19: q17," A 55-year-old man comes to the physician office with a tan and brown, round lesion with a well-demarcated bor - der and stuck-on appearance. Microscopic examination shows small cells resembling basal cells, with pigmenta - tion, hyperkeratosis, and keratin-containing cysts. What is the diagnosis?",A. Verruca vulgaris,B. Seborrheic keratosis,C. Melanocytic nevi,D. Squamous cell carcinoma,E. Melanoma,
Set_19: q18, Which of the following morphologic changes is most consistent with allergic rather than irritant contact dermatitis?,A. Lymphocytic exocytosis,B. Papillary dermal edema,C. Eosinophilic infiltration,D. Perivascular lymphocytes,E. Spongiosis,
Set_19: q19, Which of the following bullous diseases is pathogeneti - cally related to autoantibodies against antigens of epi - dermal intercellular junctions?,A. Pemphigus vulgaris,B. Bullous pemphigoid,C. Dermatitis herpetiformis,D. Erythema multiforme,E. Pemphigus foliaceus,
Set_19: q20, A 28-year-old male presents with a rash on his lower extremities. Physical examination shows multiple macu - lar lesions with a red-blue discoloration. Biopsy shows 19 Skin Disorders 151 proliferation of thin walled angulated vessels and hemo - siderin deposits throughout the dermis. What is the diagnosis?,A. Spindle cells hemangioendothelioma,B. Angiosarcoma,C. Bacillary angiomatosis,D. Kaposi sarcoma,E. Microvenular hemangioma,
Set_19: q21, A 52-year-old male presents with a mass in the scalp for the last 6 months. Mass is dome shaped nodule with a smooth surface. Biopsy is done and the microscopic pic - ture shows aggregates of basaloid cells that looks like a jigsaw puzzle. What is the diagnosis?,A. Squamous cell carcinoma,B. Cylindroma,C. Basal cell carcinoma,D. Trichoepithelioma,E. Nodular melanoma,
Set_19: q22, A 42-year-old sexually active man undergoes biopsy which shows changes of subacute spongiotic dermatitis. The clinical diagnosis is pityriasis rosea. Which of the following features would favor a diagnosis of syphilis over that of pityriasis rosea?,A. Parakeratosis,B. Plasma cell infiltration,C. Hyperkeratosis,D. Parivascular lymphocytosis,E. Spongiosis,
Set_20: q1,"A 17-year-old male presents with a 1  cm tumor in the femur bone. He also has severe pain, worse at night and relieved by over the counter anti-inflammatory agents. Which of the following is the most likely diagnosis?",A. Osteoblastoma,B. Osteosarcoma,C. Osteoid osteoma,D. Chondroblastoma,E. Chondrosarcoma,
Set_20: q2,Tophus is the pathognomonic lesion of which of the fol - lowing conditions?,A. Multiple myeloma,B. Cystinosis,C. Gout,D. Eale’s disease,E. Rheumatoid arthritis,
Set_20: q3,H&E microscopic picture of bone tumor of distal femur of 35-year-old female is shown below. What is the diagnosis?,A. Osteoblastoma,B. Giant cell tumor of bone.,C. Osteogenic sarcoma,D. Adamantinoma,E. Chondroid chordoma,
Set_20: q4,A 22-year-old male presents with back pain. The pain is not relieved by over the counter anti-inflammatory agents. There is no history of trauma or any weakness in extremi - ties. Laboratory studies are unremarkable. An X-ray of spine shows lytic expansile lesion with cortical thinning at L4 vertebra measuring 1.5 cm. Patient undergoes surgi - cal resection of the lesion. Microscopic pictures with H&E stain are shown below. What is the diagnosis?  158,A. Chondrosarcoma,B. Benign fibrous histiocytoma,C. Hemangioma,D. Osteoblastoma,E. Giant cell tumor of bone,
Set_20: q5,What is the characteristic radiographic finding of Ewing sarcoma?,A. Onion peel appearance,B. Lytic lesions,C. Sunburst appearance,D. Moth eaten appearance,E. Soap bubble appearance,
Set_20: q6,A 30-year-old woman comes to the office with symptoms of right hip pain. She is a patient of sickle cell disease. Which of the following is the cause of patient’s pain?,A. Rheumatoid arthritis,B. Osteoarthritis,C. Osteoporosis,D. Avascular necrosis,E. Septic arthritis,
Set_20: q7,"A 18-year-old male teenager comes to the physician office with clinical features of localized pain and swelling around the knee. X-ray findings show Codman’s triangle (periosteal elevation), sunburst pattern, and bone destruc - tion. What is the diagnosis?",A. Ewing sarcoma,B. Giant cell tumor of bone,C. Osteosarcoma,D. Osteoblastoma,E. Rhabdomyosarcoma,
Set_20: q8,What are the laboratory findings in Paget disease of bone? Calcium Phosphorus,A. Increased Normal Normal,B. Normal Normal Increased,C. Normal Decreased Increased,D. Decreased Decreased Increased,E. Normal Normal NormalAlkaline phosphatase,
Set_20: q9,"A 45-year-old male comes to the physician office with clinical presentation of enlarging mass with pain and swelling of the right shoulder girdle. Biopsy of the mass is done. Microscopic findings show atypical chondro -cytes and chondroblasts, often with multiple nuclei in a lacuna. What is the diagnosis?",A. Osteoclastoma,B. Chondrosarcoma,C. Chondroblastoma,D. Chondromyxoid fibroma,E. Fibrosarcoma,
Set_20: q10, Microscopic picture of a 16-year-old male teenager is shown below. What is the diagnosis?,A. Chondrosarcoma,B. Osteosarcoma,C. Ewing sarcoma,D. Rhabdomyosarcoma,E. Osteoblastoma,
Set_20: q11," Swan neck deformity in a 65-year-old arthritis patient is shown below. What is the diagnosis? 20 Bones, Joints, and Soft Tissue Disorders 159",A. Rheumatoid arthritis,B. Osteoarthritis,C. Ankylosing spondylitis,D. Viral polyarthritis,E. Psoriatic arthritis,
Set_20: q12, Microscopic pictures of a bone tumor in a male teenager with swelling around the knee are shown below. What is the diagnosis?,A. Chondrosarcoma,B. Histiocytosis,C. Osteosarcoma,D. Nonrhabdomyosarcoma soft tissue sarcomas,E. Osteoclastoma,
Set_20: q13, A 42-year-old woman presented with history of asymp - tomatic progressive nodular lesion over abdomen since 8  years. An incisional biopsy was performed. H&E microscopic picture showing spindle shaped tumor cells arranged in storiform pattern in the dermis is shown below. What is the diagnosis?,A. Dermal fibrous histiocytoma,B. Myxoid liposarcoma,C. Dermatofibrosarcoma protuberans,D. Plexiform fibrohistiocytic tumor,E. Fibrosarcoma,
Set_20: q14, Trabecular bone loss is seen in which of the following condition?,A. Osteomalacia,B. Osteoporosis,C. Hyperparathyroidism,D. Mastocytosis,E. Paget Disease,
Set_20: q15, A soft tumor is excised from a 40-year-old woman. Microscopic examination shows nests of polygonal cells with abundant cytoplasm separated by fibrovascular tis - sue. What is the diagnosis?,A. Alveolar rhabdomyosarcoma,B. Metastatic carcinoma,C. Metastatic melanoma,D. Alveolar soft part sarcoma,E. Paraganglioma,
Set_20: q16, Which of the following organism that commonly causes pyogenic osteomyelitis?,A. Escherichia coli,B. Streptococci,C. Staphylococcus aureus,D. Gonococci,E. Haemophilus influenzae,
Set_20: q17," A 42-year-old woman presents with a small axillary mass. She had the mass for the last several years without any change. On physical examination, 4 cm mass is seen which is soft, nontender and freely mobile. Excisional biopsy is done and microscopic picture is shown below. What is the diagnosis? Multiple Choice Questions 160",A. Hibernoma,B. Lipoma,C. Sebaceous cyst,D. Atypical lipomatous tumor,E. Liposarcoma,
Set_20: q18," A 66-year-old male presents with a painless, enlarging mass on the left thigh. Physical examination shows a soft, nontender mass on the anterior left thigh. MRI shows a fatty, soft tissue mass with lobulated margins. Surgical resection is done and microscopic pictures are shown below. What is the diagnosis?",A. Liposarcoma,B. Leiomyosarcoma,C. Rhabdomyosarcoma,D. Fibrous histiocytoma,E. Solitary fibrous tumor,
Set_20: q19," A 29-year-old presents with a painless, sternal mass. H&E photomicrograph is shown below. Which of the following is the most likely diagnosis?",A. Rhabdomyoma,B. Lipoma,C. Angiolipoma,D. Fibroma,E. Hibernoma,
Set_20: q20, Radiograph of the skull with punched out radiolucent lesions are seen. What is the diagnosis? Punched out lesions,"A. Primary (malignant) lymphoma of bone20 Bones, Joints, and Soft Tissue Disorders 161",B. Multiple myeloma,C. Metastatic bone disease,D. Monoclonal gammopathies of undetermined significance,E. Waldenstrom macroglobulinemia,
Set_20: q21, Photographs with symmetric bowing of the femurs and tibias are shown below. What is the diagnosis?,A. Hypophosphatasia,B. Metaphyseal dysostosis,C. Rickets,D. Blount syndrome,E. Fanconi syndrome,
Set_20: q22, Which of the following diseases is because of type-I col - lagen defect?,A. Rickets,B. Osteopetrosis,C. Osteogenesis imperfecta,D. Osteomalacia,E. Wilson disease,
Set_20: q23, A 32-year-old male presents with a slow growing maxil - lary mass. Excisional biopsy is done by an oral surgeon. H&E photomicrograph is shown below. What is the diagnosis?,A. Calcifying aponeurotic fibroma,B. Osteofibrous osteosarcoma,C. Fibrous dysplasia,D. Fibroblastic osteosarcoma,E. Dermatofibrosarcoma protuberans,
Set_20: q24, A 24-year-old male presents to his physician office with a large mass in his left thigh. Wide surgical excision is done. Microscopic pictures are shown below. What is the diagnosis?,A. Leiomyosarcoma,B. Desmoid tumor,C. Myxoid liposarcoma,D. Dermatofibroma,E. Nodular fasciitis,
Set_20: q25," A 29-year-old male presents with pain and swelling of his left knee for 10 months. Physical examination, plain radiographs, and laboratory studies are unremarkable. CT reveals an enhancing soft tissue mass of heteroge - neous density. What is the diagnosis?",A. Synovial sarcoma,B. Ewing sarcoma,C. Myxoid chondrosarcoma,D. Clear cell sarcoma,E. Rhabdomyosarcoma.,
Set_20: q26, A 39-year-old man presents with a small nodule of 4 cm on the right forearm. The nodule has grown rapidly over the last 3  weeks. Excision of the nodule is done and H&E photomicrograph is shown below. Which of the following is the most likely diagnosis? Multiple Choice Questions 162,A. Solitary fibrous tumor,B. Neurofibroma,C. Nodular fasciitis,D. Keloid scar,E. Fibrosarcoma,
Set_20: q27, A 26-year-old male presents with right knee pain. The pain has worsened since an injury to the right knee 2 months back while playing football. X-ray shows well circumscribed lesion on the epiphyseal plate of the right knee. The biopsy is shown below. What is the diagnosis?,A. Osteochondroma,B. Chondromyxoid fibroma,C. Chondrosarcoma,D. Osteoblastoma,E. Chondroblastoma.,
Set_20: q28," A 40-year-old patient comes to the physician office with symptoms of pain in the spine, fever, night sweats, and weight loss. On physical examination, there is spinal tenderness upon palpation of the thora - columbar junction. A biopsy of lumbar vertebra (L1) is done. H&E microscopic findings are shown below. What is the diagnosis?",A. Pyogenic osteomyelitis,B. Spinal cord abscess,C. Spinal tumor,D. Tuberculous osteomyelitis,E. Multiple myeloma,
Set_20: q29, Heberden’s nodes and Bouchard’s nodes are found in which of the following bone disease?,A. Rheumatoid arthritis,B. Osteoarthritis,C. Ankylosing spondylitis,D. Psoriatic arthritis,E. Gout,
Set_20: q30, Deposition of calcium pyrophosphate crystals are found in which of the following bone diseases?,A. Pseudogout,B. Gout,C. Lyme disease,D. Ankylosing spondylitis,E. Psoriatic arthritis,
Set_21: q1,Which muscular dystrophy is the cause of mutations in the dystrophin gene?,A. Becker muscular dystrophy,B. Guillain–Barre syndrome,C. Duchenne muscular dystrophy,D. Inflammatory myopathies,E. Dermatomyositis,
Set_21: q2,"A 35-year-old woman present with muscular weakness affecting the facial muscles, ptosis, and diplopia. Laboratory findings show autoantibodies against the ace - tylcholine (ACh) receptors. What is the diagnosis?",A. Eaton–Lambert syndrome,B. Myasthenia gravis,C. Botulism,D. Basilar artery thrombosis,E. Cavernous sinus syndrome,
Set_21: q3,A 42-year-old man presents with muscular weakness with an ascending paralysis. He had a viral illness for the last 10  days. Physical examination shows loss of deep tendon reflexes. A lumbar puncture is done and CSF con - tains increased levels of protein with minimal cellular reaction. What is the diagnosis?,A. Transverse myelitis,B. Chronic inflammatory demyelinating polyneuropathy,C. Guillain–Barre syndrome,D. Vascular injury,E. Conversion disorder,
Set_21: q4,"A 22-year-old male presents with muscle weakness, which is most pronounced in the proximal muscles. Deltoid muscle biopsy is done and staining of the biopsy shows dystrophin is present, but in an abnormal form. What is the diagnosis?",A. Amyotrophic lateral sclerosis,B. Becker muscular dystrophy,C. Myasthenia gravis,D. Polymyositis,E. Duchenne muscular dystrophy,
Set_21: q5,"A 49-year-old woman presents with symptoms of bilat - eral proximal muscle weakness, skin rash of the upper eyelids, periorbital edema, and inflamed muscles. Muscle biopsy shows perimysial and vascular lymphocytic inflammation, perifascicular fiber atrophy. What is the diagnosis?",A. Polymyositis,B. Dermatomyositis,C. Inclusion body myositis,D. Myasthenia gravis,E. Eaton–Lambert syndrome,
Set_21: q6,"A 39-year-old woman comes to the physician office with clinical feature of flat, light brown spots on the skin, freckling in the armpits or groin area, tiny bumps on the iris of the eye and soft, pea-sized bumps on or under the skin. What is the diagnosis?",A. Neurofibromatosis type 2 (NF-2),B. Neurofibromatosis type 1 (NF-1),C. Schwannomatosis,D. McCune–Albright syndrome,E. Sturge–Weber syndrome,
Set_21: q7,"A 57-year-old male presents with difficulty in carrying out daily activities, including walking. There is weakness in the feet, hands, legs, and ankles. Patient is wheelchair bound. Biopsy of one of the muscles of the thigh shows only atrophy of the myofibers. What is the diagnosis?",A. Paraneoplastic neuropathy,B. Multifocal acquired demyelinating neuropathy,C. Monoclonal gammopathies,D. Spinal cord arteriovenous malformation,E. Amyotrophic lateral sclerosis,
Set_21: q8,"A 54-year-old female presents with bilateral proximal muscle weakness. Biopsy of one of the muscles is done and microscopic findings show endomysial lymphocytic inflammation, skeletal muscle fiber degeneration and regeneration. What is the diagnosis?  170",A. Polymyositis,B. Myasthenia gravis,C. Diabetic polyradiculopathy,D. Eosinophilic myositis,E. Myositis ossificans,
Set_21: q9,A 65-year-old man with the diagnosis of small cell lung carcinoma comes to the physician office with proximal muscular weakness. What is the diagnosis?,A. Dermatomyositis,B. Amyotrophic lateral sclerosis,C. Inclusion body myositis,D. Multiple sclerosis,E. Lambert–Eaton syndrome,
Set_21: q10, Which of the following is a form of compressive neu - ropathy in which plantar nerve is trapped between meta - tarsal heads?,A. Stress fracture,B. Tendon sheath ganglion,C. Morton neuroma,D. Strain of the plantar capsule,E. Nerve-sheath tumor,
Set_21: q11, Which of the following medical conditions result from entrapment of the medial nerve beneath the flexor reti - naculum at the wrist?,A. Acute compartment syndrome,B. Diabetic neuropathy,C. Multiple sclerosis,D. Carpal tunnel syndrome (CTS),E. Syringomyelia,
Set_21: q12, Which of the following medical condition is seen in patients with immunological diseases?,A. Cervical myelopathy,B. Chronic inflammatory demyelinating polyneuropa - thy (CIDP),C. Diabetic neuropathy,D. Charcot–Marie-Tooth disease,E. Lambert–Eaton myasthenic syndrome,
Set_21: q13, Which of the following drug is responsible for causing myopathy with creatine kinase level more than ten times normal?,A. Carbamazepine,B. Gabapentin,C. Oxcarbazepine,D. Lovastatin,E. Pregabalin,
Set_21: q14, Which of the following medical condition is consistent with sensory neuropathy?,A. Chronic pancreatitis,B. Diabetes mellitus,C. Cystic fibrosis,D. Prader–Willi syndrome,E. Multiple sclerosis,
Set_21: q15, Which of the following disease is a form of spinal mus - cular atrophy resulting from loss of motor neurons in infancy?,A. Transverse myelitis,B. Werdnig–Hoffmann disease,C. Muscular dystrophy,D. Polymyositis,E. Inflammatory myopathy,
Set_21: q16, Which of the following is a congenital myopathy that is present in childhood and may be nonprogressive or slowly progressive?,A. Metabolic myopathies,B. Spinal muscular atrophy,C. Nemaline rod myopathy,D. Amyotrophic lateral sclerosis.,E. Polymyositis,
Set_21: q17, Deficiency of lysosomal acid alpha-glucosidase causes which of the following disease?,A. Myotonic dystrophy,B. Pompe disease,C. McArdle disease,D. Spinal muscular atrophy,E. Mitochondrial myopathy,
Set_21: q18, Which of the following autosomal recessive condition results from the deficiency in muscle phosphorylase and does not produce progressive weakness?,A. McArdle disease,B. Spinal muscular atrophy,C. Mitochondrial myopathy,D. Becker muscular dystrophy,E. Amyotrophic lateral sclerosis,
Set_21: q19," In which disease, type II muscle fiber atrophy can occur with glucocorticoid excess?",A. Myasthenia gravis,B. Cushing’s syndrome,C. Amyotrophic lateral sclerosis,D. Mitochondrial myopathy,E. Diabetes mellitus,
Set_21: q20, Which of the virus after infection becomes dormant in dorsal root ganglia?,A. Varicella Zoster virus,B. Epstein–Barr virus,C. Rhinovirus,D. Adenovirus,E. Cytomegalovirus,
Set_22: q1,"A 33-year-old man presents with headache, nausea, vom - iting, ataxia, and vertigo. Fundus examination shows pap - illedema. MRI shows posterior fossa tumor. The mass is removed and microscopic picture shows tumor cells arranged in a rosette pattern. What is the diagnosis?",A. Astrocytoma,B. Ependymoma,C. Meningioma,D. Schwannoma,E. Medulloblastoma,
Set_22: q2,A 45-year-old woman presents with unilateral headache. CT scan shows a mass which is surgically removed. Microscopic examination shows cellular whorls and psammoma bodies. What is the diagnosis?,A. Hemangioblastoma,B. Ependymoma,C. Meningioma,D. Glioblastoma,E. Medulloblastoma,
Set_22: q3,"A 9-year-old boy presents with symptoms of headaches, nausea, vomiting, double vision, and unsteady walk. CT scan head shows mass in a cerebellar vermis and dilation of the cerebral ventricles. Biopsy of the mass is done and microscopic finding shows dark staining tumor cells with round nuclei. What is the diagnosis?",A. Ependymoma,B. Meningioma,C. Medulloblastoma,D. Craniopharyngioma,E. Oligodendroglioma,
Set_22: q4,A 34-year-old man presents with headaches and focal sei - zures. MRI of the brain shows a ring-enhancing mass in the right cerebral hemisphere. H&E picture is shown below. What is the diagnosis?,A. Echinococcosis,B. Encysted taenia solium larva,C. Coenurosis,D. Tuberculoma,E. Toxoplasmosis,
Set_22: q5,Which genetic abnormalities is commonly seen in meningiomas?,A. Chromosome 10p13-p14 deletion,B. TBX1 gene mutation,C. p53 mutations,D. Estrogen receptor mutations,E. Deletions on chromosome 22,
Set_22: q6,Which of the following virus is present in hippocampal pyramidal neurons as eosinophilic cytoplasmic inclusions?,A. Rabies virus,B. Enteroviruses,C. Coxsackieviruses  176,D. Herpes simplex virus,E. Echoviruses,
Set_22: q7,Which is the best answer regarding hemorrhage in the subependymal germinal plate next to the lateral ventricles in premature babies?,A. 34 weeks gestation,B. 28 weeks gestation,C. 38 weeks gestation,D. 40 weeks gestation,E. 44 weeks gestation,
